,SH,Category,Weight,Filling start,Alt filling start,Filling end,Pickup,Plate,Arrival,Unload,trip_id
1738,HK Scan Rauma,Sekatuote siipikarja luokka 3,12800kg,2021-08-18T09:54:00Z,,2021-08-18T13:49:00Z,2021-08-18T17:47:00Z,LOH-244,2021-08-18T19:41:00Z,2021-08-18T19:57:00Z,895.0
1739,HK Scan Rauma,Sekatuote siipikarja luokka 3,13360kg,2021-08-18T07:56:00Z,,2021-08-18T12:10:00Z,2021-08-18T19:24:00Z,UBI-130,2021-08-18T21:25:00Z,2021-08-18T22:31:00Z,896.0
1740,HK Scan Rauma,Sekatuote siipikarja luokka 3,12680kg,2021-08-18T12:10:00Z,,2021-08-18T16:52:00Z,2021-08-18T19:25:00Z,UBI-130,2021-08-18T21:25:00Z,2021-08-18T22:32:00Z,896.0
1741,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12260kg,2021-08-18T15:20:00Z,,2021-08-18T17:04:00Z,2021-08-18T23:15:00Z,TLY-876,2021-08-18T22:51:00Z,2021-08-18T23:18:00Z,897.0
1742,HK Scan Rauma,Sekatuote siipikarja luokka 3,12360kg,2021-08-18T17:39:00Z,,2021-08-18T23:08:00Z,2021-08-18T23:32:00Z,VZR-635,2021-08-19T05:18:00Z,2021-08-19T05:37:00Z,898.0
1743,HK Scan Rauma,Sekatuote siipikarja luokka 3,14750kg,2021-08-18T17:04:00Z,,2021-08-18T20:38:00Z,2021-08-18T23:35:00Z,VZR-635,2021-08-19T05:44:00Z,2021-08-19T06:04:00Z,898.0
1744,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12720kg,2021-08-18T17:04:00Z,,2021-08-18T19:02:00Z,2021-08-19T09:09:00Z,IMV-333,2021-08-19T11:25:00Z,2021-08-19T12:07:00Z,899.0
1745,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12700kg,2021-08-18T08:08:00Z,,2021-08-19T08:36:00Z,2021-08-19T09:10:00Z,IMV-333,2021-08-19T11:42:00Z,2021-08-19T12:07:00Z,899.0
1746,HK Scan Rauma,Sekatuote siipikarja luokka 3,13260kg,2021-08-19T06:03:00Z,,2021-08-19T10:19:00Z,2021-08-19T11:20:00Z,LOH-244,2021-08-19T13:55:00Z,2021-08-19T14:44:00Z,900.0
1747,HK Scan Rauma,Sekatuote siipikarja luokka 3,13460kg,2021-08-19T03:06:00Z,2021-08-19T04:00:00Z,2021-08-19T10:43:00Z,2021-08-19T11:20:00Z,LOH-244,2021-08-19T13:55:00Z,2021-08-19T14:00:00Z,900.0
1748,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",11440kg,2021-08-18T03:05:00Z,2021-08-18T04:00:00Z,2021-08-18T19:42:00Z,2021-08-19T11:21:00Z,LOH-244,2021-08-19T13:55:00Z,2021-08-19T14:23:00Z,900.0
1749,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12120kg,2021-08-18T20:47:00Z,,2021-08-19T08:36:00Z,2021-08-19T12:41:00Z,UBI-130,2021-08-19T14:54:00Z,2021-08-19T15:50:00Z,901.0
1750,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11640kg,2021-08-19T08:37:00Z,,2021-08-19T12:06:00Z,2021-08-19T12:42:00Z,UBI-130,2021-08-19T14:54:00Z,2021-08-19T15:50:00Z,901.0
1751,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12660kg,2021-08-17T18:39:00Z,,2021-08-17T20:09:00Z,2021-08-19T12:42:00Z,UBI-130,2021-08-19T14:54:00Z,2021-08-19T15:50:00Z,901.0
1752,HK Scan Rauma,Sekatuote siipikarja luokka 3,13280kg,2021-08-19T10:45:00Z,,2021-08-19T14:50:00Z,2021-08-19T15:04:00Z,VZR-635,2021-08-19T17:08:00Z,2021-08-19T17:18:00Z,902.0
1753,HK Scan Rauma,Sekatuote siipikarja luokka 3,12920kg,2021-08-19T10:47:00Z,,2021-08-19T12:43:00Z,2021-08-19T15:04:00Z,VZR-635,2021-08-19T17:23:00Z,2021-08-19T17:32:00Z,902.0
1754,HK Scan Rauma,Sekatuote siipikarja luokka 3,13780kg,2021-08-19T12:43:00Z,,2021-08-19T16:26:00Z,2021-08-19T18:40:00Z,LOH-244,2021-08-23T22:00:00Z,2021-08-19T22:18:00Z,903.0
1755,HK Scan Rauma,Sekatuote siipikarja luokka 3,12520kg,2021-08-19T17:14:00Z,,2021-08-19T23:10:00Z,2021-08-19T23:36:00Z,VZR-635,2021-08-20T06:55:00Z,2021-08-20T07:04:00Z,904.0
1756,HK Scan Rauma,Sekatuote siipikarja luokka 3,11460kg,2021-08-19T18:31:00Z,,2021-08-19T21:54:00Z,2021-08-19T23:38:00Z,VZR-635,2021-08-20T07:11:00Z,2021-08-20T07:22:00Z,904.0
1757,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13160kg,2021-08-19T12:07:00Z,,2021-08-20T07:59:00Z,2021-08-20T07:48:00Z,TLY-876,2021-08-20T09:42:00Z,2021-08-20T10:14:00Z,905.0
1758,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13520kg,2021-08-19T19:08:00Z,,2021-08-20T07:59:00Z,2021-08-20T07:48:00Z,TLY-876,2021-08-20T09:42:00Z,2021-08-20T10:14:00Z,905.0
1759,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13800kg,2021-08-20T07:59:00Z,,2021-08-20T09:59:00Z,2021-08-20T10:40:00Z,UBI-130,2021-08-20T13:30:00Z,2021-08-20T14:09:00Z,906.0
1760,HK Scan Rauma,Sekatuote siipikarja luokka 3,13940kg,2021-08-20T03:31:00Z,2021-08-20T04:00:00Z,2021-08-20T08:21:00Z,2021-08-20T10:45:00Z,LOH-244,2021-08-20T12:57:00Z,2021-08-20T13:08:00Z,907.0
1761,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12540kg,2021-08-19T03:12:00Z,2021-08-19T04:00:00Z,2021-08-19T20:01:00Z,2021-08-20T10:45:00Z,LOH-244,2021-08-20T12:48:00Z,2021-08-20T12:47:00Z,907.0
1762,HK Scan Rauma,Sekatuote siipikarja luokka 3,12920kg,2021-08-20T08:21:00Z,,2021-08-20T12:27:00Z,2021-08-20T14:47:00Z,VZR-635,2021-08-20T17:08:00Z,2021-08-20T17:25:00Z,908.0
1763,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",13500kg,2021-08-20T03:41:00Z,2021-08-20T04:00:00Z,2021-08-20T18:10:00Z,2021-08-20T23:44:00Z,VZR-635,2021-08-21T02:24:00Z,2021-08-21T02:42:00Z,909.0
1764,HK Scan Rauma,Sekatuote siipikarja luokka 3,11760kg,2021-08-20T10:13:00Z,,2021-08-20T18:09:00Z,2021-08-20T23:45:00Z,VZR-635,2021-08-21T02:51:00Z,2021-08-21T03:04:00Z,909.0
1765,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11540kg,2021-08-20T08:00:00Z,,2021-08-21T09:27:00Z,2021-08-21T09:29:00Z,UBI-130,2021-08-21T11:52:00Z,2021-08-21T12:48:00Z,910.0
1766,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12140kg,2021-08-20T18:33:00Z,,2021-08-21T09:28:00Z,2021-08-21T09:29:00Z,UBI-130,2021-08-21T11:52:00Z,2021-08-21T12:48:00Z,910.0
1767,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12320kg,2021-08-21T09:28:00Z,2021-08-23T05:00:00Z,2021-08-23T08:25:00Z,2021-08-23T08:50:00Z,VZR-635,2021-08-23T10:47:00Z,2021-08-23T11:23:00Z,911.0
1768,HK Scan Rauma,Sekatuote siipikarja luokka 3,13040kg,2021-08-23T03:46:00Z,2021-08-23T04:00:00Z,2021-08-23T07:51:00Z,2021-08-23T14:07:00Z,VZR-635,2021-08-23T16:09:00Z,2021-08-23T17:17:00Z,912.0
1769,HK Scan Rauma,Sekatuote siipikarja luokka 3,13840kg,2021-08-23T09:34:00Z,,2021-08-23T11:18:00Z,2021-08-23T14:07:00Z,VZR-635,2021-08-23T16:09:00Z,2021-08-23T17:16:00Z,912.0
1770,HK Scan Rauma,Sekatuote siipikarja luokka 3,13480kg,2021-08-23T03:53:00Z,2021-08-23T04:00:00Z,2021-08-23T09:29:00Z,2021-08-23T14:08:00Z,VZR-635,2021-08-23T16:09:00Z,2021-08-23T17:17:00Z,912.0
1771,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14460kg,2021-08-23T09:54:00Z,,2021-08-23T11:36:00Z,2021-08-23T15:50:00Z,NLZ-735,2021-08-23T18:00:00Z,2021-08-23T18:15:00Z,913.0
1772,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13560kg,2021-08-23T13:04:00Z,,2021-08-23T14:28:00Z,2021-08-23T15:51:00Z,NLZ-735,2021-08-23T18:00:00Z,2021-08-23T18:32:00Z,913.0
1773,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12040kg,2021-08-23T11:37:00Z,,2021-08-23T13:04:00Z,2021-08-23T15:51:00Z,NLZ-735,2021-08-23T18:00:00Z,2021-08-23T18:17:00Z,913.0
1774,HK Scan Rauma,Sekatuote siipikarja luokka 3,13840kg,2021-08-23T09:55:00Z,,2021-08-23T14:07:00Z,2021-08-23T19:36:00Z,VZR-635,2021-08-23T22:00:00Z,2021-08-23T22:56:00Z,914.0
1775,HK Scan Rauma,Sekatuote siipikarja luokka 3,13140kg,2021-08-23T14:36:00Z,,2021-08-23T18:02:00Z,2021-08-23T20:39:00Z,NLZ-735,2021-08-23T23:13:00Z,2021-08-23T23:15:00Z,915.0
1776,HK Scan Rauma,Sekatuote siipikarja luokka 3,12940kg,2021-08-23T14:07:00Z,,2021-08-23T16:35:00Z,2021-08-23T21:16:00Z,NLZ-735,2021-08-23T23:13:00Z,2021-08-23T23:26:00Z,915.0
1777,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13720kg,2021-08-23T17:51:00Z,,2021-08-23T19:22:00Z,2021-08-24T06:27:00Z,TLY-876,2021-08-24T08:17:00Z,2021-08-24T09:40:00Z,916.0
1778,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13100kg,2021-08-23T14:31:00Z,,2021-08-23T15:54:00Z,2021-08-24T06:27:00Z,TLY-876,2021-08-24T08:17:00Z,2021-08-24T09:39:00Z,916.0
1779,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15280kg,2021-08-23T15:58:00Z,,2021-08-23T17:44:00Z,2021-08-24T06:27:00Z,TLY-876,2021-08-24T08:17:00Z,2021-08-24T09:40:00Z,916.0
1780,HK Scan Rauma,Sekatuote siipikarja luokka 3,13940kg,2021-08-23T20:23:00Z,,2021-08-23T23:14:00Z,2021-08-24T09:54:00Z,VZR-635,2021-08-24T11:53:00Z,2021-08-24T13:05:00Z,917.0
1781,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",13440kg,2021-08-23T03:55:00Z,2021-08-23T04:00:00Z,2021-08-23T19:57:00Z,2021-08-24T09:55:00Z,VZR-635,2021-08-24T11:53:00Z,2021-08-24T13:05:00Z,917.0
1782,HK Scan Rauma,Sekatuote siipikarja luokka 3,13820kg,2021-08-23T16:35:00Z,,2021-08-23T21:11:00Z,2021-08-24T09:55:00Z,VZR-635,2021-08-24T11:53:00Z,2021-08-24T13:05:00Z,917.0
1783,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12400kg,2021-08-24T10:28:00Z,,2021-08-24T11:55:00Z,2021-08-24T12:51:00Z,LOH-244,2021-08-24T15:55:00Z,2021-08-24T16:36:00Z,918.0
1784,HK Scan Rauma,Sekatuote siipikarja luokka 3,14560kg,2021-08-24T08:32:00Z,,2021-08-24T12:24:00Z,2021-08-24T13:09:00Z,NLZ-735,2021-08-24T15:10:00Z,2021-08-24T16:11:00Z,919.0
1785,HK Scan Rauma,Sekatuote siipikarja luokka 3,14060kg,2021-08-24T03:05:00Z,2021-08-24T04:00:00Z,2021-08-24T08:30:00Z,2021-08-24T13:09:00Z,NLZ-735,2021-08-24T15:10:00Z,2021-08-24T15:51:00Z,919.0
1786,HK Scan Rauma,Sekatuote siipikarja luokka 3,13220kg,2021-08-24T06:40:00Z,,2021-08-24T10:16:00Z,2021-08-24T13:11:00Z,NLZ-735,2021-08-24T15:10:00Z,2021-08-24T16:53:00Z,919.0
1787,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12360kg,2021-08-24T15:08:00Z,,2021-08-24T16:37:00Z,2021-08-24T20:25:00Z,JJV-660,2021-08-24T19:55:00Z,2021-08-24T20:56:00Z,920.0
1788,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13560kg,2021-08-24T13:35:00Z,,2021-08-24T15:05:00Z,2021-08-24T20:26:00Z,JJV-660,2021-08-24T19:55:00Z,2021-08-24T21:26:00Z,921.0
1789,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13240kg,2021-08-24T16:40:00Z,,2021-08-24T18:23:00Z,2021-08-24T20:26:00Z,JJV-660,2021-08-24T19:55:00Z,2021-08-24T21:07:00Z,922.0
1790,HK Scan Rauma,Sekatuote siipikarja luokka 3,13980kg,2021-08-24T14:04:00Z,,2021-08-24T17:52:00Z,2021-08-24T21:27:00Z,NLZ-735,2021-08-25T00:02:00Z,2021-08-25T00:02:00Z,923.0
1791,HK Scan Rauma,Sekatuote siipikarja luokka 3,15160kg,2021-08-24T16:23:00Z,,2021-08-24T20:51:00Z,2021-08-24T21:27:00Z,NLZ-735,2021-08-25T00:02:00Z,2021-08-25T00:24:00Z,923.0
1792,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14340kg,2021-08-24T18:23:00Z,,2021-08-24T20:10:00Z,2021-08-25T07:17:00Z,TLY-876,2021-08-25T09:19:00Z,2021-08-25T11:20:00Z,924.0
1793,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12960kg,2021-08-24T08:23:00Z,,2021-08-25T07:31:00Z,2021-08-25T07:22:00Z,TLY-876,2021-08-25T09:19:00Z,2021-08-25T11:21:00Z,924.0
1794,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12140kg,2021-08-24T20:11:00Z,,2021-08-25T07:31:00Z,2021-08-25T07:22:00Z,TLY-876,2021-08-25T09:19:00Z,2021-08-25T11:20:00Z,924.0
1795,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",13620kg,2021-08-24T03:08:00Z,2021-08-24T04:00:00Z,2021-08-24T20:13:00Z,2021-08-25T07:27:00Z,VZR-635,2021-08-25T10:23:00Z,2021-08-25T10:32:00Z,925.0
1796,HK Scan Rauma,Sekatuote siipikarja luokka 3,14100kg,2021-08-24T19:52:00Z,,2021-08-24T22:29:00Z,2021-08-25T07:28:00Z,VZR-635,2021-08-25T10:40:00Z,2021-08-25T10:46:00Z,925.0
1797,HK Scan Rauma,Sekatuote siipikarja luokka 3,13540kg,2021-08-25T06:15:00Z,,2021-08-25T12:05:00Z,2021-08-25T13:39:00Z,LOH-244,2021-08-25T15:37:00Z,2021-08-25T15:43:00Z,926.0
1798,HK Scan Rauma,Sekatuote siipikarja luokka 3,13920kg,2021-08-25T08:12:00Z,,2021-08-25T10:40:00Z,2021-08-25T13:39:00Z,LOH-244,2021-08-25T15:37:00Z,2021-08-25T16:17:00Z,926.0
1799,HK Scan Rauma,Sekatuote siipikarja luokka 3,10920kg,2021-08-25T14:04:00Z,,2021-08-25T17:03:00Z,2021-08-25T17:13:00Z,VZR-635,2021-08-25T19:49:00Z,2021-08-25T20:12:00Z,927.0
1800,HK Scan Rauma,Sekatuote siipikarja luokka 3,13780kg,2021-08-25T10:41:00Z,,2021-08-25T14:02:00Z,2021-08-25T17:14:00Z,VZR-635,2021-08-25T20:18:00Z,2021-08-25T20:41:00Z,927.0
1801,HK Scan Rauma,Sekatuote siipikarja luokka 3,13750kg,2021-08-25T03:23:00Z,2021-08-25T04:00:00Z,2021-08-25T08:03:00Z,2021-08-25T17:14:00Z,VZR-635,2021-08-25T21:21:00Z,2021-08-25T21:26:00Z,927.0
1802,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11900kg,2021-08-25T11:57:00Z,,2021-08-25T14:24:00Z,2021-08-25T17:45:00Z,NLZ-735,2021-08-25T19:34:00Z,2021-08-25T19:55:00Z,928.0
1803,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14000kg,2021-08-25T07:31:00Z,,2021-08-25T15:32:00Z,2021-08-25T17:45:00Z,NLZ-735,2021-08-25T19:34:00Z,2021-08-25T20:56:00Z,928.0
1804,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12300kg,2021-08-25T03:29:00Z,2021-08-25T04:00:00Z,2021-08-25T20:36:00Z,2021-08-25T20:37:00Z,LOH-244,2021-08-25T22:42:00Z,2021-08-25T23:01:00Z,929.0
1805,HK Scan Rauma,Sekatuote siipikarja luokka 3,14720kg,2021-08-25T12:07:00Z,,2021-08-25T17:33:00Z,2021-08-25T20:38:00Z,LOH-244,2021-08-25T22:42:00Z,2021-08-25T23:07:00Z,929.0
1806,HK Scan Rauma,Sekatuote siipikarja luokka 3,14160kg,2021-08-25T17:03:00Z,,2021-08-25T19:03:00Z,2021-08-25T20:38:00Z,LOH-244,2021-08-25T22:42:00Z,2021-08-25T23:28:00Z,929.0
1807,HK Scan Rauma,Sekatuote siipikarja luokka 3,14300kg,2021-08-25T17:33:00Z,,2021-08-25T22:47:00Z,2021-08-26T01:23:00Z,VZR-635,2021-08-26T05:07:00Z,2021-08-26T05:28:00Z,930.0
1808,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15540kg,2021-08-25T17:41:00Z,,2021-08-25T19:42:00Z,2021-08-26T07:19:00Z,TLY-876,2021-08-26T09:54:00Z,2021-08-26T10:40:00Z,931.0
1809,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13200kg,2021-08-25T15:45:00Z,,2021-08-25T17:35:00Z,2021-08-26T07:19:00Z,TLY-876,2021-08-26T09:54:00Z,2021-08-26T10:40:00Z,931.0
1810,HK Scan Rauma,Sekatuote siipikarja luokka 3,13000kg,2021-08-26T03:19:00Z,2021-08-26T04:00:00Z,2021-08-26T07:38:00Z,2021-08-26T10:03:00Z,VZR-635,2021-08-26T12:54:00Z,2021-08-26T13:12:00Z,932.0
1811,HK Scan Rauma,Sekatuote siipikarja luokka 3,13900kg,2021-08-26T06:54:00Z,,2021-08-26T09:46:00Z,2021-08-26T10:04:00Z,VZR-635,2021-08-26T13:19:00Z,2021-08-26T13:45:00Z,932.0
1812,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12500kg,2021-08-26T09:53:00Z,,2021-08-26T11:36:00Z,2021-08-26T11:42:00Z,NLZ-735,2021-08-26T13:29:00Z,2021-08-26T14:17:00Z,933.0
1813,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13940kg,2021-08-26T07:45:00Z,,2021-08-26T09:53:00Z,2021-08-26T11:42:00Z,NLZ-735,2021-08-26T13:29:00Z,2021-08-26T14:17:00Z,933.0
1814,HK Scan Rauma,Sekatuote siipikarja luokka 3,14200kg,2021-08-26T13:23:00Z,,2021-08-26T16:47:00Z,2021-08-26T16:56:00Z,NLZ-735,2021-08-26T18:51:00Z,2021-08-26T20:21:00Z,934.0
1815,HK Scan Rauma,Sekatuote siipikarja luokka 3,14580kg,2021-08-26T09:46:00Z,,2021-08-26T13:20:00Z,2021-08-26T16:56:00Z,NLZ-735,2021-08-26T18:51:00Z,2021-08-26T20:22:00Z,934.0
1816,HK Scan Rauma,Sekatuote siipikarja luokka 3,13200kg,2021-08-26T11:23:00Z,,2021-08-26T15:24:00Z,2021-08-26T16:56:00Z,NLZ-735,2021-08-26T18:51:00Z,2021-08-26T20:22:00Z,934.0
1817,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14520kg,2021-08-26T15:10:00Z,,2021-08-26T16:48:00Z,2021-08-26T19:14:00Z,JJV-660,2021-08-27T11:07:00Z,2021-08-26T22:54:00Z,935.0
1818,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12460kg,2021-08-26T03:17:00Z,2021-08-26T04:00:00Z,2021-08-26T20:00:00Z,2021-08-27T10:55:00Z,LOH-244,2021-08-27T13:24:00Z,2021-08-27T13:53:00Z,936.0
1819,HK Scan Rauma,Sekatuote siipikarja luokka 3,8740kg,2021-08-26T21:45:00Z,,2021-08-26T23:10:00Z,2021-08-27T10:55:00Z,LOH-244,2021-08-27T13:24:00Z,2021-08-27T13:36:00Z,936.0
1820,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13500kg,2021-08-26T18:41:00Z,,2021-08-27T07:53:00Z,2021-08-27T12:27:00Z,VZR-635,2021-08-27T14:56:00Z,2021-08-27T15:55:00Z,937.0
1821,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13980kg,2021-08-26T07:45:00Z,,2021-08-27T07:53:00Z,2021-08-27T12:29:00Z,VZR-635,2021-08-27T15:23:00Z,2021-08-27T15:56:00Z,937.0
1822,HK Scan Rauma,Sekatuote siipikarja luokka 3,13520kg,2021-08-27T12:02:00Z,,2021-08-27T16:46:00Z,2021-08-27T17:30:00Z,LOH-244,2021-08-27T19:26:00Z,2021-08-27T19:29:00Z,938.0
1823,HK Scan Rauma,Sekatuote siipikarja luokka 3,13900kg,2021-08-27T10:12:00Z,,2021-08-27T13:52:00Z,2021-08-27T17:31:00Z,LOH-244,2021-08-27T19:26:00Z,2021-08-27T19:48:00Z,938.0
1824,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13020kg,2021-08-27T10:05:00Z,,2021-08-27T11:38:00Z,2021-08-27T18:35:00Z,VZR-635,2021-08-27T20:33:00Z,2021-08-27T21:45:00Z,939.0
1825,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12960kg,2021-08-27T11:38:00Z,,2021-08-27T13:21:00Z,2021-08-27T18:36:00Z,VZR-635,2021-08-27T20:52:00Z,2021-08-27T21:46:00Z,939.0
1826,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13100kg,2021-08-27T13:25:00Z,,2021-08-27T15:01:00Z,2021-08-27T18:37:00Z,VZR-635,2021-08-27T21:12:00Z,2021-08-27T21:46:00Z,939.0
1827,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13460kg,2021-08-27T18:31:00Z,,2021-08-27T20:14:00Z,2021-08-27T20:17:00Z,UBI-130,2021-08-27T22:08:00Z,2021-08-27T22:57:00Z,940.0
1828,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14360kg,2021-08-27T16:47:00Z,,2021-08-27T18:29:00Z,2021-08-27T20:18:00Z,UBI-130,2021-08-27T22:08:00Z,2021-08-27T22:57:00Z,940.0
1829,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13880kg,2021-08-27T15:07:00Z,,2021-08-27T16:42:00Z,2021-08-27T20:19:00Z,UBI-130,2021-08-27T22:08:00Z,2021-08-27T22:57:00Z,940.0
1830,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13720kg,2021-08-27T07:53:00Z,,2021-08-27T10:05:00Z,2021-08-30T08:55:00Z,TLY-876,2021-08-30T10:42:00Z,2021-08-30T11:08:00Z,941.0
1831,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11620kg,2021-08-30T08:56:00Z,,2021-08-30T10:34:00Z,2021-08-30T10:27:00Z,JJV-660,2021-08-30T12:25:00Z,2021-08-30T12:53:00Z,942.0
1832,HK Scan Rauma,Sekatuote siipikarja luokka 3,14220kg,2021-08-30T03:44:00Z,2021-08-30T04:00:00Z,2021-08-30T09:54:00Z,2021-08-30T13:38:00Z,LOH-244,2021-08-30T15:46:00Z,2021-08-30T15:48:00Z,943.0
1833,HK Scan Rauma,Sekatuote siipikarja luokka 3,12760kg,2021-08-30T03:46:00Z,2021-08-30T04:00:00Z,2021-08-30T08:02:00Z,2021-08-30T13:55:00Z,LOH-244,2021-08-30T15:46:00Z,2021-08-30T16:04:00Z,943.0
1834,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15040kg,2021-08-30T10:40:00Z,,2021-08-30T12:30:00Z,2021-08-30T15:50:00Z,VZR-635,2021-08-30T17:41:00Z,2021-08-30T18:47:00Z,944.0
1835,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13680kg,2021-08-26T16:48:00Z,,2021-08-26T18:38:00Z,2021-08-30T15:50:00Z,VZR-635,2021-08-30T17:41:00Z,2021-08-30T18:53:00Z,944.0
1836,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13080kg,2021-08-30T12:31:00Z,,2021-08-30T13:59:00Z,2021-08-30T15:50:00Z,VZR-635,2021-08-30T17:41:00Z,2021-08-30T18:52:00Z,944.0
1837,HK Scan Rauma,Sekatuote siipikarja luokka 3,15460kg,2021-08-30T08:02:00Z,,2021-08-30T12:44:00Z,2021-08-30T18:38:00Z,LOH-244,2021-08-30T20:32:00Z,2021-08-30T20:46:00Z,945.0
1838,HK Scan Rauma,Sekatuote siipikarja luokka 3,13640kg,2021-08-30T09:54:00Z,,2021-08-30T14:08:00Z,2021-08-30T18:45:00Z,LOH-244,2021-08-30T20:32:00Z,2021-08-30T21:23:00Z,945.0
1839,HK Scan Rauma,Sekatuote siipikarja luokka 3,13700kg,2021-08-30T13:10:00Z,,2021-08-30T16:52:00Z,2021-08-30T18:45:00Z,LOH-244,2021-08-30T20:32:00Z,2021-08-30T21:12:00Z,945.0
1840,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12280kg,2021-08-30T03:52:00Z,2021-08-30T04:00:00Z,2021-08-30T20:34:00Z,2021-08-30T21:28:00Z,VZR-635,2021-08-30T23:26:00Z,2021-08-31T00:30:00Z,946.0
1841,HK Scan Rauma,Sekatuote siipikarja luokka 3,13780kg,2021-08-30T14:18:00Z,,2021-08-30T18:33:00Z,2021-08-30T21:28:00Z,VZR-635,2021-08-30T23:26:00Z,2021-08-31T00:30:00Z,946.0
1842,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13360kg,2021-08-30T15:35:00Z,,2021-08-30T17:59:00Z,2021-08-31T07:23:00Z,TLY-876,2021-08-31T09:25:00Z,2021-08-31T10:27:00Z,947.0
1843,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13000kg,2021-08-30T18:36:00Z,,2021-08-31T05:48:00Z,2021-08-31T07:24:00Z,TLY-876,2021-08-31T09:25:00Z,2021-08-31T10:28:00Z,947.0
1844,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14380kg,2021-08-31T05:48:00Z,,2021-08-31T08:56:00Z,2021-08-31T09:35:00Z,JJV-660,2021-08-31T11:54:00Z,2021-08-31T12:50:00Z,948.0
1845,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12860kg,2021-08-27T07:53:00Z,,2021-08-31T05:48:00Z,2021-08-31T09:36:00Z,JJV-660,2021-08-31T12:17:00Z,2021-08-31T12:51:00Z,948.0
1846,HK Scan Rauma,Sekatuote siipikarja luokka 3,13460kg,2021-08-31T03:51:00Z,2021-08-31T04:00:00Z,2021-08-31T07:54:00Z,2021-08-31T12:39:00Z,LOH-244,2021-08-31T14:29:00Z,2021-08-31T14:45:00Z,949.0
1847,HK Scan Rauma,Sekatuote siipikarja luokka 3,13180kg,2021-08-31T07:54:00Z,,2021-08-31T12:28:00Z,2021-08-31T12:39:00Z,LOH-244,2021-08-31T14:29:00Z,2021-08-31T14:31:00Z,949.0
