,SH,Category,Weight,Filling start,Alt filling start,Filling end,Pickup,Plate,Arrival,Unload,trip_id
2463,HK Scan Rauma,Sekatuote siipikarja luokka 3,13560kg,2021-11-08T08:18:00Z,,2021-11-08T12:58:00Z,2021-11-08T16:54:00Z,VZR-635,2021-11-08T18:50:00Z,2021-11-08T19:46:00Z,1263.0
2464,HK Scan Rauma,Sekatuote siipikarja luokka 3,12920kg,2021-11-08T10:13:00Z,,2021-11-08T13:48:00Z,2021-11-08T16:55:00Z,VZR-635,2021-11-08T18:50:00Z,2021-11-08T19:46:00Z,1263.0
2465,HK Scan Rauma,Sekatuote siipikarja luokka 3,14260kg,2021-11-08T12:59:00Z,,2021-11-08T15:55:00Z,2021-11-08T16:55:00Z,VZR-635,2021-11-08T18:50:00Z,2021-11-08T19:46:00Z,1263.0
2466,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14380kg,2021-11-08T14:54:00Z,,2021-11-08T16:58:00Z,2021-11-08T18:24:00Z,MLB-855,2021-11-08T22:19:00Z,2021-11-08T22:19:00Z,1264.0
2467,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15480kg,2021-11-08T12:46:00Z,,2021-11-08T14:54:00Z,2021-11-08T18:30:00Z,MLB-855,2021-11-08T22:45:00Z,2021-11-08T22:51:00Z,1264.0
2468,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",11500kg,2021-11-08T04:17:00Z,,2021-11-08T19:15:00Z,2021-11-08T19:28:00Z,LOH-244,2021-11-08T22:28:00Z,2021-11-08T22:43:00Z,1265.0
2469,HK Scan Rauma,Sekatuote siipikarja luokka 3,14060kg,2021-11-08T13:50:00Z,,2021-11-08T17:18:00Z,2021-11-08T19:29:00Z,LOH-244,2021-11-08T22:28:00Z,2021-11-08T22:45:00Z,1265.0
2470,HK Scan Rauma,Sekatuote siipikarja luokka 3,13300kg,2021-11-08T15:56:00Z,,2021-11-08T18:47:00Z,2021-11-08T19:29:00Z,LOH-244,2021-11-08T22:28:00Z,2021-11-08T22:46:00Z,1265.0
2471,HK Scan Rauma,Sekatuote siipikarja luokka 3,11460kg,2021-11-08T18:03:00Z,,2021-11-08T22:08:00Z,2021-11-08T22:06:00Z,VZR-635,2021-11-09T00:02:00Z,2021-11-09T01:37:00Z,1266.0
2472,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,15160kg,2021-11-08T18:38:00Z,,2021-11-08T20:40:00Z,2021-11-09T08:24:00Z,TLY-876,2021-11-09T10:17:00Z,2021-11-09T11:10:00Z,1267.0
2473,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14500kg,2021-11-08T16:58:00Z,,2021-11-08T18:38:00Z,2021-11-09T08:24:00Z,TLY-876,2021-11-09T10:17:00Z,2021-11-09T11:10:00Z,1267.0
2474,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13540kg,2021-11-08T20:40:00Z,,2021-11-09T07:42:00Z,2021-11-09T10:16:00Z,IMV-333,2021-11-09T13:20:00Z,2021-11-09T13:25:00Z,1268.0
2475,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11700kg,2021-11-09T07:42:00Z,,2021-11-09T10:24:00Z,2021-11-09T10:16:00Z,IMV-333,2021-11-09T13:20:00Z,2021-11-09T13:25:00Z,1268.0
2476,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12620kg,2021-11-08T10:58:00Z,,2021-11-09T07:42:00Z,2021-11-09T10:16:00Z,IMV-333,2021-11-09T13:20:00Z,2021-11-09T13:25:00Z,1268.0
2477,HK Scan Rauma,Sekatuote siipikarja luokka 3,12860kg,2021-11-09T17:11:00Z,,2021-11-09T18:44:00Z,2021-11-09T20:39:00Z,MLB-855,2021-11-09T23:14:00Z,2021-11-09T23:08:00Z,1269.0
2478,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14380kg,2021-11-09T14:21:00Z,,2021-11-09T16:18:00Z,2021-11-09T20:45:00Z,UBI-130,2021-11-09T22:28:00Z,2021-11-09T23:25:00Z,1270.0
2479,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14820kg,2021-11-09T16:18:00Z,,2021-11-09T18:25:00Z,2021-11-09T20:45:00Z,UBI-130,2021-11-09T22:28:00Z,2021-11-09T23:25:00Z,1270.0
2480,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13940kg,2021-11-09T18:25:00Z,,2021-11-09T20:12:00Z,2021-11-10T08:01:00Z,TLY-876,2021-11-10T09:54:00Z,2021-11-10T11:09:00Z,1271.0
2481,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,10040kg,2021-11-09T07:42:00Z,,2021-11-10T07:40:00Z,2021-11-10T08:02:00Z,TLY-876,2021-11-10T09:54:00Z,2021-11-10T11:09:00Z,1271.0
2482,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11120kg,2021-11-09T20:12:00Z,,2021-11-10T07:40:00Z,2021-11-10T08:02:00Z,TLY-876,2021-11-10T09:54:00Z,2021-11-10T11:09:00Z,1271.0
2483,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13120kg,2021-11-10T07:40:00Z,,2021-11-10T09:51:00Z,2021-11-10T10:36:00Z,LOH-244,2021-11-10T12:20:00Z,2021-11-10T13:10:00Z,1272.0
2484,HK Scan Rauma,Sekatuote siipikarja luokka 3,11380kg,2021-11-09T17:33:00Z,,2021-11-09T23:17:00Z,2021-11-10T11:17:00Z,VZR-635,2021-11-10T13:35:00Z,2021-11-10T15:11:00Z,1273.0
2485,HK Scan Rauma,Sekatuote siipikarja luokka 3,10280kg,2021-11-09T18:53:00Z,,2021-11-09T23:17:00Z,2021-11-10T11:17:00Z,VZR-635,2021-11-10T13:35:00Z,2021-11-10T15:11:00Z,1273.0
2486,HK Scan Rauma,Sekatuote siipikarja luokka 3,13220kg,2021-11-10T00:29:00Z,2021-11-10T04:00:00Z,2021-11-10T07:55:00Z,2021-11-10T11:18:00Z,VZR-635,2021-11-10T13:35:00Z,2021-11-10T15:11:00Z,1273.0
2487,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14660kg,2021-11-10T09:51:00Z,,2021-11-10T11:52:00Z,2021-11-10T13:19:00Z,NLZ-735,2021-11-10T15:07:00Z,2021-11-10T15:36:00Z,1274.0
2488,HK Scan Rauma,Sekatuote siipikarja luokka 3,12880kg,2021-11-10T07:55:00Z,,2021-11-10T12:39:00Z,2021-11-10T17:52:00Z,NLZ-735,2021-11-10T19:56:00Z,2021-11-10T20:55:00Z,1275.0
2489,HK Scan Rauma,Sekatuote siipikarja luokka 3,11840kg,2021-11-10T09:55:00Z,,2021-11-10T14:04:00Z,2021-11-10T17:52:00Z,NLZ-735,2021-11-10T19:56:00Z,2021-11-10T20:55:00Z,1275.0
2490,HK Scan Rauma,Sekatuote siipikarja luokka 3,13560kg,2021-11-10T05:49:00Z,,2021-11-10T09:54:00Z,2021-11-10T17:53:00Z,NLZ-735,2021-11-10T19:56:00Z,2021-11-10T20:54:00Z,1275.0
2491,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14580kg,2021-11-10T14:13:00Z,,2021-11-10T15:55:00Z,2021-11-10T17:56:00Z,JJV-660,2021-11-10T21:22:00Z,2021-11-10T22:01:00Z,1276.0
2492,HK Scan Rauma,Sekatuote siipikarja luokka 3,13920kg,2021-11-10T14:05:00Z,,2021-11-10T16:48:00Z,2021-11-10T23:51:00Z,NLZ-735,2021-11-11T02:05:00Z,2021-11-11T03:34:00Z,1277.0
2493,HK Scan Rauma,Sekatuote siipikarja luokka 3,15040kg,2021-11-10T15:18:00Z,,2021-11-10T19:50:00Z,2021-11-10T23:54:00Z,NLZ-735,2021-11-11T02:05:00Z,2021-11-11T03:34:00Z,1277.0
2494,HK Scan Rauma,Sekatuote siipikarja luokka 3,13620kg,2021-11-10T19:09:00Z,,2021-11-10T23:13:00Z,2021-11-11T00:55:00Z,JJV-660,2021-11-11T10:25:00Z,2021-11-11T11:54:00Z,1278.0
2495,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12300kg,2021-11-10T00:34:00Z,2021-11-10T04:00:00Z,2021-11-10T19:13:00Z,2021-11-11T00:56:00Z,JJV-660,2021-11-11T10:48:00Z,2021-11-11T11:55:00Z,1278.0
2496,HK Scan Rauma,Sekatuote siipikarja luokka 3,14040kg,2021-11-10T12:41:00Z,,2021-11-10T15:16:00Z,2021-11-11T00:57:00Z,JJV-660,2021-11-11T11:16:00Z,2021-11-11T11:56:00Z,1278.0
2497,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14240kg,2021-11-10T17:50:00Z,,2021-11-10T19:49:00Z,2021-11-11T06:52:00Z,TLY-876,2021-11-11T09:00:00Z,2021-11-11T09:45:00Z,1279.0
2498,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13560kg,2021-11-10T15:55:00Z,,2021-11-10T17:50:00Z,2021-11-11T06:52:00Z,TLY-876,2021-11-11T09:00:00Z,2021-11-11T09:45:00Z,1279.0
2499,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12840kg,2021-11-10T19:49:00Z,,2021-11-11T08:11:00Z,2021-11-11T10:25:00Z,IMV-333,2021-11-11T12:28:00Z,2021-11-11T12:30:00Z,1280.0
2500,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,11500kg,2021-11-10T07:40:00Z,,2021-11-11T08:11:00Z,2021-11-11T10:25:00Z,IMV-333,2021-11-11T12:28:00Z,2021-11-11T12:46:00Z,1280.0
2501,HK Scan Rauma,Sekatuote siipikarja luokka 3,13860kg,2021-11-10T20:03:00Z,,2021-11-11T07:22:00Z,2021-11-11T11:42:00Z,NLZ-735,2021-11-11T14:17:00Z,2021-11-11T15:36:00Z,1281.0
2502,HK Scan Rauma,Sekatuote siipikarja luokka 3,14000kg,2021-11-11T07:38:00Z,,2021-11-11T13:05:00Z,2021-11-11T14:53:00Z,JJV-660,2021-11-11T17:43:00Z,2021-11-11T18:44:00Z,1282.0
2503,HK Scan Rauma,Sekatuote siipikarja luokka 3,12980kg,2021-11-11T07:22:00Z,,2021-11-11T10:08:00Z,2021-11-11T14:54:00Z,JJV-660,2021-11-11T18:09:00Z,2021-11-11T18:44:00Z,1282.0
2504,HK Scan Rauma,Sekatuote siipikarja luokka 3,13820kg,2021-11-11T13:07:00Z,,2021-11-11T15:37:00Z,2021-11-11T17:59:00Z,NLZ-735,2021-11-11T20:08:00Z,2021-11-11T21:03:00Z,1283.0
2505,HK Scan Rauma,Sekatuote siipikarja luokka 3,14900kg,2021-11-11T10:08:00Z,,2021-11-11T15:01:00Z,2021-11-11T17:59:00Z,NLZ-735,2021-11-11T20:08:00Z,2021-11-11T21:03:00Z,1283.0
2506,HK Scan Rauma,Sekatuote siipikarja luokka 3,14900kg,2021-11-11T15:03:00Z,,2021-11-11T17:10:00Z,2021-11-11T18:02:00Z,NLZ-735,2021-11-11T20:08:00Z,2021-11-11T21:03:00Z,1283.0
2507,HK Scan Rauma,Sekatuote siipikarja luokka 3,13740kg,2021-11-11T15:39:00Z,,2021-11-11T19:01:00Z,2021-11-11T22:04:00Z,JJV-660,2021-11-12T01:31:00Z,2021-11-12T02:39:00Z,1284.0
2508,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",12440kg,2021-11-11T02:47:00Z,2021-11-11T04:00:00Z,2021-11-11T21:36:00Z,2021-11-11T22:07:00Z,JJV-660,2021-11-12T01:58:00Z,2021-11-12T02:39:00Z,1284.0
2509,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12740kg,2021-11-11T15:50:00Z,,2021-11-11T17:46:00Z,2021-11-12T07:50:00Z,TLY-876,2021-11-12T10:41:00Z,2021-11-12T10:52:00Z,1285.0
2510,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12620kg,2021-11-11T17:46:00Z,,2021-11-11T19:29:00Z,2021-11-12T07:50:00Z,TLY-876,2021-11-12T10:41:00Z,2021-11-12T10:51:00Z,1285.0
2511,HK Scan Rauma,Sekatuote siipikarja luokka 3,13320kg,2021-11-11T17:21:00Z,,2021-11-11T21:44:00Z,2021-11-12T08:13:00Z,NLZ-735,2021-11-12T10:13:00Z,2021-11-12T11:33:00Z,1286.0
2512,HK Scan Rauma,Sekatuote siipikarja luokka 3,13880kg,2021-11-11T21:36:00Z,,2021-11-12T08:10:00Z,2021-11-12T08:13:00Z,NLZ-735,2021-11-12T10:13:00Z,2021-11-12T11:33:00Z,1286.0
2513,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,10200kg,2021-11-11T19:29:00Z,,2021-11-12T09:18:00Z,2021-11-12T10:18:00Z,IMV-333,2021-11-12T12:39:00Z,2021-11-12T13:05:00Z,1287.0
2514,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12860kg,2021-11-11T08:11:00Z,,2021-11-12T09:18:00Z,2021-11-12T10:18:00Z,IMV-333,2021-11-12T12:39:00Z,2021-11-12T13:42:00Z,1287.0
2515,HK Scan Rauma,Sekatuote siipikarja luokka 3,13880kg,2021-11-12T06:07:00Z,,2021-11-12T09:17:00Z,2021-11-12T13:02:00Z,JJV-660,2021-11-12T15:17:00Z,2021-11-12T16:20:00Z,1288.0
2516,HK Scan Rauma,Sekatuote siipikarja luokka 3,14320kg,2021-11-12T09:17:00Z,,2021-11-12T11:42:00Z,2021-11-12T13:03:00Z,JJV-660,2021-11-12T15:42:00Z,2021-11-12T16:21:00Z,1288.0
2517,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",5100kg,2021-11-12T02:52:00Z,2021-11-12T04:00:00Z,2021-11-12T12:38:00Z,2021-11-12T14:58:00Z,NLZ-735,2021-11-12T18:57:00Z,2021-11-12T19:31:00Z,1289.0
2518,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14020kg,2021-11-12T17:25:00Z,,2021-11-12T19:36:00Z,2021-11-12T21:10:00Z,LOH-244,2021-11-12T23:18:00Z,2021-11-13T00:32:00Z,1290.0
2519,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13900kg,2021-11-12T19:36:00Z,,2021-11-12T20:41:00Z,2021-11-12T21:11:00Z,LOH-244,2021-11-12T23:18:00Z,2021-11-13T00:33:00Z,1290.0
2520,HK Scan Rauma,Sekatuote siipikarja luokka 3,10240kg,2021-11-12T09:17:00Z,,2021-11-12T21:43:00Z,2021-11-12T22:14:00Z,JJV-660,2021-11-13T05:02:00Z,2021-11-13T07:23:00Z,1291.0
2521,HK Scan Rauma,Sekatuote siipikarja luokka 3,12700kg,2021-11-12T11:44:00Z,,2021-11-12T20:05:00Z,2021-11-12T22:15:00Z,JJV-660,2021-11-13T05:29:00Z,2021-11-13T07:23:00Z,1291.0
2522,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13940kg,2021-11-12T20:41:00Z,,2021-11-12T22:07:00Z,2021-11-13T06:09:00Z,UBI-130,2021-11-13T09:12:00Z,2021-11-13T11:31:00Z,1292.0
2523,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,10720kg,2021-11-12T22:07:00Z,,2021-11-13T06:09:00Z,2021-11-13T06:09:00Z,UBI-130,2021-11-13T09:43:00Z,2021-11-13T11:31:00Z,1292.0
2524,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12760kg,2021-11-15T06:17:00Z,,2021-11-15T09:23:00Z,2021-11-15T10:20:00Z,IMV-333,2021-11-15T12:23:00Z,2021-11-15T15:53:00Z,1293.0
2525,HK Scan Rauma,Sekatuote siipikarja luokka 3,13760kg,2021-11-15T04:00:00Z,,2021-11-15T08:37:00Z,2021-11-15T13:11:00Z,NLZ-735,2021-11-15T15:06:00Z,2021-11-15T16:41:00Z,1294.0
2526,HK Scan Rauma,Sekatuote siipikarja luokka 3,14040kg,2021-11-15T04:05:00Z,,2021-11-15T11:14:00Z,2021-11-15T13:12:00Z,NLZ-735,2021-11-15T15:06:00Z,2021-11-15T16:42:00Z,1294.0
2527,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13340kg,2021-11-15T09:23:00Z,,2021-11-15T11:26:00Z,2021-11-15T17:25:00Z,JJV-660,2021-11-15T20:42:00Z,2021-11-15T21:00:00Z,1295.0
2528,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14040kg,2021-11-15T11:26:00Z,,2021-11-15T13:22:00Z,2021-11-15T17:26:00Z,JJV-660,2021-11-15T21:07:00Z,2021-11-15T21:28:00Z,1295.0
2529,HK Scan Rauma,Sekatuote siipikarja luokka 3,13660kg,2021-11-15T15:08:00Z,,2021-11-15T18:46:00Z,2021-11-15T19:32:00Z,NLZ-735,2021-11-15T22:30:00Z,2021-11-15T23:09:00Z,1296.0
2530,HK Scan Rauma,Sekatuote siipikarja luokka 3,13200kg,2021-11-15T14:20:00Z,,2021-11-15T16:43:00Z,2021-11-15T19:32:00Z,NLZ-735,2021-11-15T22:30:00Z,2021-11-15T23:10:00Z,1296.0
2531,HK Scan Rauma,Sekatuote siipikarja luokka 3,14260kg,2021-11-15T08:38:00Z,,2021-11-15T12:47:00Z,2021-11-15T19:32:00Z,NLZ-735,2021-11-15T22:30:00Z,2021-11-15T23:10:00Z,1296.0
2532,HK Scan Rauma,Sekatuote siipikarja luokka 3,9560kg,2021-11-15T18:48:00Z,,2021-11-15T22:07:00Z,2021-11-16T01:19:00Z,JJV-660,2021-11-16T07:11:00Z,2021-11-16T07:37:00Z,1297.0
2533,HK Scan Rauma,Sekatuote siipikarja luokka 3,14640kg,2021-11-15T11:15:00Z,,2021-11-15T15:08:00Z,2021-11-16T01:19:00Z,JJV-660,2021-11-16T06:43:00Z,2021-11-16T07:03:00Z,1297.0
2534,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13840kg,2021-11-15T15:14:00Z,,2021-11-15T17:00:00Z,2021-11-16T07:34:00Z,TLY-876,2021-11-16T09:27:00Z,2021-11-16T10:45:00Z,1298.0
2535,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14820kg,2021-11-15T13:22:00Z,,2021-11-15T15:14:00Z,2021-11-16T07:35:00Z,TLY-876,2021-11-16T09:27:00Z,2021-11-16T10:45:00Z,1298.0
2536,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14980kg,2021-11-15T17:00:00Z,,2021-11-15T19:04:00Z,2021-11-16T07:35:00Z,TLY-876,2021-11-16T09:27:00Z,2021-11-16T10:45:00Z,1298.0
2537,HK Scan Rauma,Sekatuote siipikarja luokka 3,7180kg,2021-11-15T22:22:00Z,,2021-11-15T23:24:00Z,2021-11-16T09:54:00Z,NLZ-735,2021-11-16T12:21:00Z,2021-11-16T13:43:00Z,1299.0
2538,HK Scan Rauma,Sekatuote siipikarja luokka 3,12920kg,2021-11-15T16:45:00Z,,2021-11-15T22:22:00Z,2021-11-16T09:55:00Z,NLZ-735,2021-11-16T12:21:00Z,2021-11-16T13:43:00Z,1299.0
2539,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12740kg,2021-11-16T07:27:00Z,,2021-11-16T09:59:00Z,2021-11-16T10:05:00Z,IMV-333,2021-11-16T11:56:00Z,2021-11-16T13:02:00Z,1300.0
2540,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12740kg,2021-11-15T19:04:00Z,,2021-11-16T07:27:00Z,2021-11-16T10:05:00Z,IMV-333,2021-11-16T12:15:00Z,2021-11-16T13:02:00Z,1300.0
2541,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14160kg,2021-11-15T06:17:00Z,,2021-11-16T07:27:00Z,2021-11-16T10:06:00Z,IMV-333,2021-11-16T12:34:00Z,2021-11-16T13:03:00Z,1300.0
2542,HK Scan Rauma,"Varpaat, Siipikarja, Luokka 3",13480kg,2021-11-15T04:08:00Z,,2021-11-15T20:15:00Z,2021-11-16T11:57:00Z,JJV-660,2021-11-16T15:06:00Z,2021-11-16T16:29:00Z,1301.0
2543,HK Scan Rauma,Sekatuote siipikarja luokka 3,13480kg,2021-11-16T02:50:00Z,2021-11-16T04:00:00Z,2021-11-16T08:17:00Z,2021-11-16T12:01:00Z,JJV-660,2021-11-16T14:41:00Z,2021-11-16T16:45:00Z,1301.0
2544,HK Scan Rauma,Sekatuote siipikarja luokka 3,12900kg,2021-11-16T06:06:00Z,,2021-11-16T10:12:00Z,2021-11-16T12:03:00Z,JJV-660,2021-11-16T15:54:00Z,2021-11-16T16:41:00Z,1301.0
2545,HK Scan Rauma,Sekatuote siipikarja luokka 3,12340kg,2021-11-16T08:17:00Z,,2021-11-16T12:19:00Z,2021-11-16T15:54:00Z,NLZ-735,2021-11-16T17:55:00Z,2021-11-16T19:47:00Z,1302.0
2546,HK Scan Rauma,Sekatuote siipikarja luokka 3,14120kg,2021-11-16T10:22:00Z,,2021-11-16T14:16:00Z,2021-11-16T15:57:00Z,NLZ-735,2021-11-16T17:55:00Z,2021-11-16T19:46:00Z,1302.0
2547,HK Scan Rauma,Sekatuote siipikarja luokka 3,12180kg,2021-11-16T12:19:00Z,,2021-11-16T15:37:00Z,2021-11-16T15:57:00Z,NLZ-735,2021-11-16T17:55:00Z,2021-11-16T19:47:00Z,1302.0
2548,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14780kg,2021-11-16T09:59:00Z,,2021-11-16T12:01:00Z,2021-11-16T16:30:00Z,MLB-855,2021-11-16T19:05:00Z,2021-11-16T19:41:00Z,1303.0
2549,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13540kg,2021-11-16T12:01:00Z,,2021-11-16T13:51:00Z,2021-11-16T16:30:00Z,MLB-855,2021-11-16T18:38:00Z,2021-11-16T19:36:00Z,1303.0
2550,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14920kg,2021-11-16T13:51:00Z,,2021-11-16T15:46:00Z,2021-11-16T16:30:00Z,MLB-855,2021-11-16T18:53:00Z,2021-11-16T19:36:00Z,1303.0
2551,HK Scan Rauma,Sekatuote siipikarja luokka 3,13840kg,2021-11-16T14:16:00Z,,2021-11-16T17:22:00Z,2021-11-16T20:30:00Z,JJV-660,2021-11-17T04:57:00Z,2021-11-17T05:15:00Z,1304.0
2552,HK Scan Rauma,Sekatuote siipikarja luokka 3,13780kg,2021-11-16T15:37:00Z,,2021-11-16T19:18:00Z,2021-11-16T20:32:00Z,JJV-660,2021-11-17T05:22:00Z,2021-11-17T05:48:00Z,1304.0
2553,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14980kg,2021-11-16T15:46:00Z,,2021-11-16T17:41:00Z,2021-11-17T06:58:00Z,TLY-876,2021-11-17T10:23:00Z,2021-11-17T10:42:00Z,1305.0
2554,HK Scan Rauma,Sekatuote siipikarja luokka 3,12000kg,2021-11-16T17:24:00Z,,2021-11-16T23:09:00Z,2021-11-17T09:22:00Z,JJV-660,2021-11-17T11:41:00Z,2021-11-17T11:56:00Z,1306.0
2555,HK Scan Rauma,Sekatuote siipikarja luokka 3,13400kg,2021-11-17T03:58:00Z,2021-11-17T04:00:00Z,2021-11-17T08:11:00Z,2021-11-17T09:23:00Z,JJV-660,2021-11-17T12:25:00Z,2021-11-17T13:00:00Z,1306.0
2556,HK Scan Rauma,Sekatuote siipikarja luokka 3,11920kg,2021-11-16T19:20:00Z,,2021-11-16T23:09:00Z,2021-11-17T09:23:00Z,JJV-660,2021-11-17T12:01:00Z,2021-11-17T13:00:00Z,1306.0
2557,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12060kg,2021-11-16T07:28:00Z,,2021-11-17T07:32:00Z,2021-11-17T10:45:00Z,IMV-333,2021-11-17T13:06:00Z,2021-11-17T13:45:00Z,1307.0
2558,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12040kg,2021-11-16T17:42:00Z,,2021-11-17T07:32:00Z,2021-11-17T10:45:00Z,IMV-333,2021-11-17T13:06:00Z,2021-11-17T13:45:00Z,1307.0
2559,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,14340kg,2021-11-17T09:58:00Z,,2021-11-17T11:56:00Z,2021-11-17T13:05:00Z,VZR-635,2021-11-17T15:32:00Z,2021-11-17T16:40:00Z,1308.0
2560,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12320kg,2021-11-17T07:33:00Z,,2021-11-17T09:57:00Z,2021-11-17T13:05:00Z,VZR-635,2021-11-17T15:32:00Z,2021-11-17T16:40:00Z,1308.0
2561,HK Scan Rauma,Sekatuote siipikarja luokka 3,12320kg,2021-11-17T06:17:00Z,,2021-11-17T09:47:00Z,2021-11-17T15:39:00Z,JJV-660,2021-11-17T18:11:00Z,2021-11-17T18:28:00Z,1309.0
2562,HK Scan Rauma,Sekatuote siipikarja luokka 3,13680kg,2021-11-17T08:13:00Z,,2021-11-17T11:35:00Z,2021-11-17T15:39:00Z,JJV-660,2021-11-17T18:35:00Z,2021-11-17T19:00:00Z,1309.0
2563,HK Scan Rauma,Sekatuote siipikarja luokka 3,13320kg,2021-11-17T09:47:00Z,,2021-11-17T13:38:00Z,2021-11-17T15:40:00Z,JJV-660,2021-11-17T19:08:00Z,2021-11-17T19:18:00Z,1309.0
2564,HK Scan Rauma,Sekatuote siipikarja luokka 3,13060kg,2021-11-17T11:35:00Z,,2021-11-17T15:21:00Z,2021-11-17T18:55:00Z,VZR-635,2021-11-17T21:20:00Z,2021-11-17T22:12:00Z,1310.0
2565,HK Scan Rauma,Sekatuote siipikarja luokka 3,13700kg,2021-11-17T13:38:00Z,,2021-11-17T17:06:00Z,2021-11-17T18:56:00Z,VZR-635,2021-11-17T21:20:00Z,2021-11-17T22:12:00Z,1310.0
2566,HK Scan Rauma,Sekatuote siipikarja luokka 3,14280kg,2021-11-17T15:21:00Z,,2021-11-17T19:07:00Z,2021-11-17T22:00:00Z,JJV-660,2021-11-18T06:14:00Z,2021-11-18T06:34:00Z,1311.0
2567,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13320kg,2021-11-17T15:27:00Z,,2021-11-17T17:11:00Z,2021-11-18T07:56:00Z,TLY-876,2021-11-18T10:06:00Z,2021-11-18T11:11:00Z,1312.0
2568,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,17880kg,2021-11-17T17:12:00Z,,2021-11-17T18:50:00Z,2021-11-18T07:56:00Z,TLY-876,2021-11-18T10:06:00Z,2021-11-18T11:11:00Z,1312.0
2569,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,10540kg,2021-11-17T18:50:00Z,,2021-11-18T07:19:00Z,2021-11-18T10:26:00Z,IMV-333,2021-11-18T12:40:00Z,2021-11-18T13:27:00Z,1313.0
2570,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,12260kg,2021-11-18T07:20:00Z,,2021-11-18T09:50:00Z,2021-11-18T10:26:00Z,IMV-333,2021-11-18T12:20:00Z,2021-11-18T13:26:00Z,1313.0
2571,Atria  Nurmo siipikarja,Sekatuote siipikarja luokka 3,13360kg,2021-11-17T07:33:00Z,,2021-11-18T07:19:00Z,2021-11-18T10:27:00Z,IMV-333,2021-11-18T10:38:00Z,2021-11-18T13:30:00Z,1313.0
2572,HK Scan Rauma,Sekatuote siipikarja luokka 3,13560kg,2021-11-18T05:34:00Z,,2021-11-18T10:09:00Z,2021-11-18T11:19:00Z,VZR-635,2021-11-18T13:13:00Z,2021-11-18T13:56:00Z,1314.0
2573,HK Scan Rauma,Sekatuote siipikarja luokka 3,13760kg,2021-11-18T00:30:00Z,2021-11-18T04:00:00Z,2021-11-18T08:11:00Z,2021-11-18T11:20:00Z,VZR-635,2021-11-18T13:13:00Z,2021-11-18T13:56:00Z,1314.0
